,formula,element,H_length,spacegroup.number,density,formation_energy,volume,energy,energy_per_atom,nsites,nelements,e_above_hull,atomic_radius,covalent_radius,H_and_X_ar,H_and_X_cr,electronegativity_Pauling,electronegativity_Pauling_abs,electronegativity_Pauling_pow2,total_magnetization
3917,Mg3P4H48(NO15)2,O,0.990129724,12,1.651671692,-1.568066861,757.2302211,-461.6479163,-5.306297888,87,5,0.002853732,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.0045959
3918,BiP4HO12,O,1.012643578,2,3.610155999,-2.430377425,483.7674353,-246.9481515,-6.859670876,36,4,0,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
3919,H3CSO4F3,O,1.013145767,14,1.873364147,-1.707464227,595.984247,-256.6114107,-5.346071056,48,5,0.133206601,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
3920,CaAlSiHO5,O,1.034954323,19,3.320305882,-3.112644185,352.3818966,-254.6011636,-7.072254544,36,5,0.00534681,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
3921,CdP2H6O7,O,0.982217203,2,2.77325147,-1.70476225,350.1628969,-176.3340975,-5.510440547,32,4,0.021648027,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
3922,KHSeO3,O,1.013620238,2,2.998061513,-1.593250106,185.0642678,-60.28508826,-5.023757355,12,4,0.01518986,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
3923,K2MgH12(SO7)2,O,0.990045018,14,1.968312093,-1.838623139,679.4956668,-332.1542947,-5.357327334,62,5,0.002482834,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
3924,SrH2N2O5,O,0.989047119,4,2.53166879,-1.538634574,518.5502473,-242.7542881,-6.068857204,40,4,0.048591767,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
3925,Fe7P6(HO6)4,O,1.010820081,2,3.520973968,-2.269259497,455.00094,-275.6309274,-6.722705547,41,4,0.139866471,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,7.9748989
3926,Ni3H2Se3O10,O,0.985104849,2,4.178588396,-1.158789043,456.9774237,-182.2590612,-5.062751701,36,4,0.063449037,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,1.00199915
3927,NiH4SeO5,O,0.983857624,14,3.400875875,-1.247888522,432.961273,-220.1031241,-5.002343728,44,4,0.050016468,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.00438355
3928,NdH5(SeO4)2,O,0.978882036,19,3.568736937,-1.774910219,809.9912847,-361.2901469,-5.645158545,64,4,0,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.000372525
3929,VAg(HO2)2,O,0.993896745,62,3.510264525,-1.587961218,425.4125817,-185.5948407,-5.799838771,32,4,0.027318095,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.001323
3930,BaVP2(H2O5)2,O,0.994366174,14,3.409679523,-2.394970532,806.9552116,-474.6838786,-6.592831647,72,5,0.00511099,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.99841885
3931,MgMoH2O5,O,0.982498471,2,3.024233566,-2.115102267,222.1105638,-111.3105043,-6.183916903,18,4,0,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
3932,YH3(SO4)3,O,0.991673291,61,2.532508064,-2.17343806,1993.912415,-950.7805041,-6.255134895,152,4,0,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,4.06E-06
3933,Be3P2(H2O5)2,O,0.980708013,15,2.33810683,-2.463597049,359.3785378,-248.5375112,-6.540460821,38,4,0,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
3934,Rb2NiH12(SO7)2,O,0.992810893,14,2.527500468,-1.691878697,696.2054363,-326.5745316,-5.267331154,62,5,0,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,2.0004517
3935,DyH4I3O11,O,0.983285071,2,4.565681578,-1.460130394,526.0839503,-193.1651166,-5.083292543,38,4,0.005059958,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,7.50E-07
3936,FeCu2H21(O5F4)2,O,0.97677544,1,2.285286849,-1.603032423,374.9985467,-203.1175978,-4.836133281,42,5,0.024313193,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,6.9818411
3937,Fe3H10S2NO14,O,0.983426755,160,2.815909,-1.609889717,282.9038493,-172.2407177,-5.741357257,30,5,0.036941672,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,15.0072501
3938,MnH4(ClO)2,O,0.985712899,12,2.155329516,-1.49672928,124.7136939,-44.90939938,-4.989933264,9,4,0.006405572,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,5.0009505
3939,CaNiAsHO5,O,0.99019386,19,4.155652646,-1.976075157,407.0945438,-210.1061321,-5.836281446,36,5,0.035584086,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.000164
3940,MnH4S2O9,O,0.981825375,14,2.455468723,-1.661255326,722.5026974,-368.7074285,-5.761053571,64,4,0.16582206,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,1.0090736
3941,Na2ZnP4(H4O5)4,O,0.985807569,14,2.174453726,-1.92580333,872.7063084,-490.1913784,-5.699899749,86,5,0.012203499,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,3.76E-05
3942,K2NaH5(CO4)2,O,0.992694641,62,1.958202146,-1.807770098,875.9505076,-418.7617175,-5.816134965,72,5,0,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
3943,K2Sn(HO)6,O,0.990311685,148,3.035815189,-1.689637042,163.520895,-76.47006129,-5.098004086,15,4,0,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,5.43E-05
3944,U2CuAs2(H4O5)4,O,0.988677919,85,3.750510539,-1.857473939,908.1354915,-497.8091406,-6.070843178,82,5,0,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.62182555
3945,CoH20S2(NO7)2,O,0.987986655,14,1.8609288,-1.386193119,705.3358143,-412.7616467,-5.291815983,78,5,0.022274714,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.99929215
3946,K2Co3H6S3O16,O,0.97545239,36,2.969485948,-1.624158742,685.8366079,-328.8731012,-5.481218353,60,5,0.216745216,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,2.4861437
3947,CaFe3Si2HO9,O,1.002663654,62,3.910314099,-2.556545852,694.3749299,-427.6326469,-6.681760107,64,5,0.023601941,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.987643075
3948,GdP2H9O10,O,0.97569683,52,3.016242146,-2.000838046,855.0054298,-562.3204983,-6.390005662,88,4,0.049008564,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.329305425
3949,Mg16Si8HO32,O,1.03955299,6,3.04203881,-3.072601505,614.9444343,-383.1767773,-6.722399602,57,4,0.102407747,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.6187654
3950,Zn3As2(HO)16,O,0.974548919,12,2.775314904,-1.416248268,369.8768472,-185.2630179,-5.007108593,37,4,0.111318417,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
3952,CoH6(CO3)2,O,0.991281455,14,2.095071555,-1.210225948,586.5144986,-347.0146377,-5.783577296,60,4,0.198944534,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.04143705
3953,KScH4(C2O5)2,O,0.98270461,180,1.828219414,-1.903692182,806.8890874,-413.5181769,-6.891969616,60,5,0.016087372,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,2.12E-05
3954,Zn3P2H2O9,O,0.990106576,14,3.641996848,-2.187256091,737.1395609,-377.1660541,-5.893219596,64,4,0.00925728,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.02378925
3955,SnH22(Cl3O5)2,O,0.98004561,14,1.821502508,-1.36288056,936.4218252,-356.7972078,-4.574323177,78,4,0,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,7.91E-05
3957,CaH2C2O5,O,0.98362755,14,2.146358415,-1.997055776,904.3229586,-545.0508864,-6.813136081,80,4,0.035997785,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,2.58E-05
3958,CsSi2HO5,O,1.229601993,62,3.032518931,-2.810870348,591.5619491,-246.0323233,-6.834231202,36,4,0.005263041,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,4.86E-05
3959,Cd2H2SO6,O,0.984432101,14,4.306014645,-1.736651106,547.4427448,-225.3680949,-5.122002157,44,4,0,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,2.25E-07
3961,B2H12C3(NO)6,O,0.995737416,14,1.53637176,-1.146182724,1079.893262,-745.3762224,-6.42565709,116,5,0.003815862,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
3962,Rb2Te(H6O5)2,O,0.984940557,2,2.843667468,-1.50675142,549.6359949,-248.2132984,-4.964265968,50,4,0,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,5.50E-06
3963,FeH44C12(N5O8)2,O,0.981611961,2,1.473296106,-0.70863774,721.7668387,-465.2782498,-5.605762045,83,5,0.249662053,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
3964,Cu2H3ClO3,O,0.989165061,11,3.449586864,-1.12075694,205.6109291,-83.99056634,-4.666142574,18,4,0.041049427,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.00554865
3965,VH10N2(OF2)2,O,0.98923185,14,1.865816385,-1.574229358,701.3992512,-399.1462257,-5.251924022,76,5,0.02071583,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.997178475
3967,GdH7C2SO8,O,0.983081861,2,3.124587921,-1.714651434,370.2955637,-250.4490188,-6.590763652,38,5,0.030072,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,7.01155825
3968,EuHSO5,O,0.982938107,14,4.656041342,-1.868705192,378.0887488,-212.7309555,-6.64784236,32,4,0.450517934,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,1.13E-06
3969,Mg10Ge3(H2O9)2,O,0.989592709,58,3.707732521,-2.563814123,674.4666174,-417.8718269,-5.969597527,70,4,0.023619906,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.000114
3976,CsPH3O3F,O,1.038526868,14,2.917744143,-2.002426017,532.4654473,-192.8291157,-5.356364324,36,5,0.008531708,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.000225975
3981,K2Cr4Co(HO4)4,O,0.983543897,2,2.606026284,-1.694110511,385.5880366,-164.6458835,-6.097995685,27,5,0.012861562,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,2.9999735
3983,AlH20Ru(Cl3O5)2,O,0.983572581,14,2.01195199,-1.440641568,859.8732955,-365.0776766,-4.80365364,76,5,0.006501218,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.89859365
3986,RbH5C7SO5,O,1.022630906,61,1.925443775,-0.894534418,1977.660343,-987.7126182,-6.49810933,152,5,0.175948993,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.000121363
3988,ZnH4SeO6,O,0.980063352,61,3.281357319,-1.374612144,989.4223457,-477.4692581,-4.973638106,96,4,0.017585432,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
3989,HgTe(H2O3)2,O,0.98267401,33,4.953209735,-1.247890764,574.2320812,-227.4182343,-4.737879881,48,4,0.040396414,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,2.50E-07
3990,RbU2H5C4O15,O,0.971225739,11,3.73637112,-2.150872121,759.6114944,-396.855292,-7.349172073,54,5,0.055211515,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.0009738
3992,CaP(H2O3)2,O,0.987975338,15,2.209561452,-2.101310669,257.1414284,-142.1228322,-5.921784674,24,4,0.071460431,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.9965794
3993,NaHSO4,O,1.004963005,14,2.307814579,-2.03126325,345.5474035,-156.9058166,-5.603779166,28,4,0,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
3995,SrH4(ClO)2,O,0.99115757,15,2.604580847,-1.875781291,248.0773587,-85.05898481,-4.725499156,18,4,0.010598892,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
3996,ZnH4(BrO)2,O,0.982335329,71,2.915812221,-1.192411936,446.3371574,-110.1458961,-4.079477632,27,4,0.037313922,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,1.47E-06
3997,SrHIO,O,0.974156737,62,4.21691504,-2.067313424,364.6908814,-75.87258457,-4.742036536,16,4,0,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,1.27E-05
4000,KV2P2H4O13,O,0.975599571,2,2.629869858,-2.060964767,262.007379,-140.2315056,-6.374159346,22,5,0.114200354,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,1.0113441
4001,Na2Hf(HO)6,O,0.974581003,148,3.550560982,-2.008687431,152.7050389,-87.62435502,-5.841623668,15,4,0.017613074,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.00117
4002,CaAl2Si(HO2)4,O,0.974776089,88,2.871535698,-2.670172408,293.9415851,-209.122068,-6.535064624,32,5,0.017069531,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,2.70E-06
4004,LiAlPHO5,O,0.99109751,2,2.909441436,-2.761608393,166.5437956,-120.7806482,-6.71003601,18,5,0.001166529,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
4005,CaP(HO3)2,O,0.991638988,9,2.35294212,-1.911688751,238.6267339,-116.9662045,-5.848310224,20,4,0.279024985,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,3.00199285
4006,SrH6(CO3)2,O,0.974066248,19,2.021232286,-1.209505529,702.2112671,-332.7920664,-5.54653444,60,4,0.526908152,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
4007,LiAlSiH2O5,O,0.975555531,33,1.880434287,-2.541656523,508.7172967,-256.8090209,-6.420225523,40,5,0.128597444,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
4008,K4PH5Se3O16,O,1.025769503,2,2.600692641,-1.734233664,875.09713,-309.5294463,-5.336714591,58,5,7.63E-05,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
4010,Cu2H4C4N3O,O,0.982060871,4,2.604662517,0.247365931,604.8487527,-330.817593,-5.907457018,56,5,0.719695417,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,5.98E-05
4011,Rb2PH3SeO8,O,1.015340546,2,2.963400116,-1.909946506,461.6027014,-166.4079936,-5.54693312,30,5,0.004993368,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
4012,Ag2H2IOF,O,1.006227162,4,5.044166287,-1.046498486,249.9644863,-53.32049101,-3.808606501,14,5,0,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,5.20E-06
4014,Ca2AlH10BrO8,O,0.970868382,2,2.234505485,-1.967784016,483.2103148,-238.0707331,-5.41069848,44,5,0,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,6.22E-05
4017,RbHSeO4,O,1.035247489,1,3.253343914,-1.536275521,351.3151708,-106.3583182,-5.064681819,21,4,0.000504811,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
4018,Mg10Si3(H2O9)2,O,1.052667355,58,3.192148559,-2.821887655,644.3418426,-440.7722483,-6.296746404,70,4,0.060698394,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,1.32E-05
4021,Ba2Zn(HO)6,O,0.988330424,14,2.695161994,-1.195963918,544.7806204,-135.8985476,-4.529951588,30,4,0.744198804,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,7.96E-05
4022,CuSnH12(NO3)2,O,0.977845342,2,2.89854838,-1.132555546,182.3847462,-113.2635008,-5.148340945,22,5,0.047235656,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.9959828
4023,HgHNO4,O,0.998105035,14,5.26042979,-0.962645499,353.043733,-140.868073,-5.031002605,28,4,0,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,2.20E-06
4024,KH2Au(Cl2O)2,O,0.983897708,60,3.191177351,-0.949297987,857.316198,-135.4538741,-3.386346853,40,5,0.306361915,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,1.979983575
4025,BH4O2F3,O,0.985724598,14,1.873900004,-2.14156468,368.055952,-215.2278617,-5.380696543,40,4,0,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
4026,PH2NO4,O,1.195359789,122,1.681582206,-0.935023484,219.2099515,-88.62595538,-5.539122211,16,4,0.802613098,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.66087605
4027,BaH4(BrO)2,O,0.98651328,15,3.698970764,-1.657763539,299.128846,-83.12594669,-4.618108149,18,4,0.009616216,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
4028,Fe3H4(S2O9)2,O,0.980296038,14,3.027157782,-1.878674331,644.8896528,-338.6682368,-5.839107532,58,4,0.214801862,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,1.9075346
4030,MgH12SO9,O,0.979660109,1,1.871211149,-1.319330593,188.5398828,-112.5023186,-4.891405156,23,4,0.311870119,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,1.90E-06
4031,MgH2(SeO3)2,O,1.018350274,14,3.315234065,-1.664447148,280.7312801,-117.7022073,-5.35010033,22,4,0.002400824,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
4033,SrH10(SO4)2,O,0.982311231,15,2.17538606,-1.639634362,884.9281138,-437.7218918,-5.210974902,84,4,0.037563844,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,1.40E-06
4034,CsCuP3H8O13,O,0.984117114,2,2.739835842,-1.923313915,612.6525443,-304.7043456,-5.859698954,52,5,0.049444163,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,4.99E-05
4035,HfP2(H3O5)2,O,0.98289485,4,3.035229761,-2.320813969,444.7600905,-253.5485931,-6.672331398,38,4,0.016895567,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,2.99E-05
4036,Na3VSi4(HO6)2,O,0.979089668,2,2.605140769,-2.700821336,543.4054556,-299.7522323,-6.812550734,44,5,0.024543561,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,9.82E-05
4038,BaPHO4,O,1.019341852,62,3.989099133,-2.836495525,1165.418706,-568.9214869,-6.772874843,84,4,0.001488958,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.004429058
4039,CrP2H13(NO5)2,O,0.979556553,2,1.95039919,-1.563300941,536.4644149,-325.4344424,-5.811329328,56,5,0.063563915,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,1.00001305
4040,ZnH8(CO2)4,O,0.981007832,15,2.018232112,-1.217092844,410.5791039,-247.2174133,-5.886128888,42,4,0.139831208,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,2.35E-06
4044,VH10SO10,O,0.97224369,31,1.938836025,-1.629091659,433.506553,-243.1347677,-5.525790175,44,4,0.022226316,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.9974703
4045,Na2ZnGe2(HO2)4,O,1.0028474,60,3.350975917,-1.843480349,1540.910055,-731.0589296,-5.375433306,136,5,0.001467363,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
4046,B3H12CN4O,O,0.983263689,2,1.120423799,-0.344662864,762.1669735,-445.7410242,-5.306440765,84,5,0.489506677,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.000155275
4047,CaB12(H3O2)4,O,0.982187887,19,1.403633288,-0.485798736,1466.48518,-684.1026896,-5.182596134,132,4,0.882852261,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.0001195
4049,U2CuP2(HO)24,O,0.985619065,126,3.199191383,-1.896838141,1048.197351,-635.381342,-5.994163604,106,5,0,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,1.4286428
4050,CuH20Se2(NO7)2,O,0.984702753,14,2.192425494,-1.168541376,747.7486187,-393.6062749,-5.046234294,78,5,0.087949789,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,1.00377425
4051,Na3SiH5O6,O,0.980914707,61,2.139837071,-1.966326942,1229.76724,-644.2211193,-5.368509328,120,4,0.006477682,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.0005295
4053,RbP(HO2)2,O,1.027786954,14,2.742193916,-2.227836789,441.9435451,-190.7145978,-5.959831181,32,4,0.007090154,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
4056,MgB3H15O13,O,0.973202807,14,1.759710641,-1.839584756,1056.311611,-737.1659242,-5.759108783,128,4,0.018433405,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,8.45E-06
4057,NaAl3P2(HO3)4,O,0.977540501,14,2.904184982,-2.637355522,827.7156367,-581.2171039,-6.604739817,88,5,0.005856385,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,2.50E-07
4058,Na2B4H8O11,O,0.977704667,14,1.855204444,-2.101771403,978.4212819,-618.0260284,-6.180260284,100,4,0.000895531,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,9.93E-06
4059,MgB2H6O7,O,0.934871299,86,2.238424786,-2.057480313,486.5552296,-388.1337619,-6.064590029,64,4,0.03419685,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
4060,BH2OF3,O,0.983723166,14,1.794708376,-2.44783358,317.622491,-155.2040596,-5.543002128,28,4,0,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
4062,KH8O4F,O,0.983364413,14,1.428808228,-1.603323806,605.0697246,-271.5121501,-4.848431252,56,4,0.008478572,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
4063,Na2B4H20O17,O,0.979430318,15,1.691611507,-1.785513663,748.7337755,-486.1802846,-5.653259123,86,4,0.018285603,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
4064,CuH4C3ClO2,O,1.032881633,61,1.95815733,-0.730086672,1160.497432,-500.1167846,-5.68314528,88,5,0.150639428,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.000914413
4065,KSiHO3,O,1.032591167,64,2.364551731,-2.55772747,652.7679034,-302.8550999,-6.309481248,48,4,0,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
4067,Na4Sn2H26Se6O13,O,0.97836192,2,2.538216543,-1.237384965,1357.283569,-473.4847768,-4.642007615,102,5,0.0107541,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.0007704
4068,Na3SiH3O5,O,1.004409409,14,2.291753485,-2.114493911,521.9106103,-262.7260957,-5.473460328,48,4,0.003513483,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
4069,AsH6NO4,O,0.981678532,19,1.986313776,-1.195225219,531.601355,-253.4990589,-5.281230394,48,4,0.081432789,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
4070,RbHSO4,O,0.98503841,7,2.614781545,-2.053985237,927.380095,-312.4305531,-5.579117019,56,4,0.02786154,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,3.03E-06
4071,Na3AsH24SeO15,O,0.980096891,19,1.898755314,-1.433634658,1703.719134,-866.4387016,-4.922947168,176,5,0.016049572,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
4072,Na3As3(HO5)2,O,0.999191978,15,2.928479242,-1.669360409,1033.684221,-387.5872343,-5.383156032,72,4,0.154815474,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.031413575
4073,Mg16Si8HO32,O,1.026332244,1,3.370961897,-3.014464696,554.9409613,-379.8629793,-6.664262794,57,4,0.160544555,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.044765
4075,K2B5H5O11,O,0.972908821,33,2.099276612,-2.33625858,991.2395164,-609.0108076,-6.619682691,92,4,0.015488606,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
4076,NaCaB5(H5O7)2,O,0.97236421,14,2.069916946,-2.188501603,1126.945648,-785.5554873,-6.335124898,124,5,0.007099775,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.00025045
4080,B5H2Pb2O11,O,0.978186051,14,4.904460468,-2.296131633,875.5125659,-559.7062338,-6.996327922,80,4,0.04748409,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.000475825
4081,CaTi2(HO3)2,O,0.998256889,14,3.225154735,-2.968531219,963.1149725,-659.1750237,-7.490625269,88,4,0,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,6.69E-05
4082,Fe3P2H6O11,O,0.986020344,60,3.278272457,-1.423081581,833.7939739,-502.2049791,-5.706874763,88,4,0.558614102,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,2.041639025
4083,NiH12S2O9,O,0.973465674,62,0.983801725,-0.478737308,1883.088374,-396.5573043,-4.130805253,96,4,0.958648025,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,1.847509
4085,P3H22C3N9O11,O,0.983879664,14,1.494821331,-1.185471974,2013.688222,-1161.486393,-6.049408296,192,5,0.026413723,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.00225885
4086,K4TeP4(HO2)10,O,0.982313826,15,2.477687474,-2.048294091,989.1515341,-452.8643714,-5.805953479,78,5,0.034156745,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.02630425
4087,CaH4NClO5,O,0.982557603,61,1.877484273,-1.651260503,1228.08544,-521.6654874,-5.434015493,96,5,0,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.002054788
4088,Na2B5H5O11,O,0.972053994,33,2.079511828,-2.321203157,897.7564596,-609.2403011,-6.622177186,92,4,0.010495599,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
4089,NaB3H4O7,O,0.990503969,15,1.986964497,-2.239856415,573.1354943,-390.5073844,-6.508456406,60,4,0,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
4090,K3H2S2NO7,O,0.977512922,2,2.362418582,-1.902005568,435.014065,-165.9177278,-5.530590926,30,5,0.079575038,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
4092,ZnP2H6O5,O,0.982416596,14,2.356036418,-1.392140133,601.6222277,-288.970966,-5.160195821,56,4,0.077756292,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,3.05E-06
4093,H12C4N2O9,O,0.99153559,62,1.560266132,-1.212040921,988.2612387,-650.4998307,-6.02314658,108,4,0.059543832,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.017468375
4094,Cs2CuH12(SO7)2,O,0.988530869,14,2.514793868,-1.595733103,831.4254911,-321.2397477,-5.181286253,62,5,0.080182659,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,1.1736993
4095,Na2Te(H5O4)2,O,0.983164322,15,2.313194865,-1.513489038,894.8902318,-415.6548284,-4.948271767,84,4,0.011596182,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
4096,Na4P2H20O17,O,0.97285153,15,1.521078109,-1.396880146,973.9040791,-426.2247124,-4.956101307,86,4,0.365198875,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
4097,H6S(NO2)2,O,0.982125872,19,1.551661309,-0.929106756,557.0168863,-271.5096156,-5.221338762,52,4,0.319893305,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0.0005949
4098,Ca2B5H2ClO10,O,0.982655117,1,2.61065132,-2.792031567,632.8965852,-430.279467,-7.171324451,60,5,0.007634896,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,2.26E-05
4099,Na2H2CO4,O,0.986933074,29,2.229805745,-1.852420374,369.3828838,-207.9405376,-5.776126044,36,4,0.004332016,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
4100,NaH2SO4,O,0.979626121,62,2.101704977,-1.855823175,765.2398784,-344.7514678,-5.386741684,64,4,0.032494938,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,0
4101,B5H8NO12,O,0.983913445,15,1.510577632,-1.735127193,589.470461,-326.6572227,-6.281869667,52,4,0.310069973,0.6,0.73,0.85,1.1,1.24,1.24,1.5376,1.99237895
